tokens,NE,alias,notes,score
cleared,S,clear,,27.0939189258
oil,I,oil,,27.1087337869
prox,I,prox,,26.870501142800002
saw,I,saw,,26.2638877428
bad,P,broken,,26.2164476835
control,U,control,,26.1570836485
hp,U,hp,,26.149399892399998
hose,I,hose,,25.583934101399997
vogel,I,vogel,,25.4453638458
breaker,I,breaker,,25.1891539334
line,I,line,,25.122196200599998
inverter,I,inverter,,25.106304233400003
10,U,10,,22.2401490142
collet,I,collet,,23.6044152729
swapped,S,swap,,23.0561174965
filter,I,filter,,23.1368645415
brush,I,brush,,23.081894075999998
axis,I,axis,,22.9244875771
level,U,level,,23.026232911599998
11,U,11,,22.844847287399997
low,U,low,,22.8352243296
jammed,P,jam,,21.924693465300003
index,I,index,not one hundred percent sure here,21.8481409899
12,U,12,,21.1646345023
drill,I,drill,,21.560226015300003
needs,S,need,,21.2599048794
brushing,I,brush,,20.6326183713
contactor,I,contactor,,20.6053932317
feeder,I,feeder,,20.5984540571
stripped,P,strip,,20.4016434473
fitting,I,fitting,,20.2973200267
hyd,I,hydraulic,,20.024351048499998
cleaning,S,clean,,19.813652911800002
tank,I,tank,,19.8400050745
fuse,I,fuse,,19.1611658637
wire,I,wire,,18.9194824171
flow,I,flow,,18.9999163118
loading,U,load,,18.904697613699998
track,U,track,,18.9317661608
stuck,P,stuck,,18.445578328099998
end,U,end,,17.9153058148
main,U,main,,17.817103475899998
position,I,position,,17.817439592
overload,P,overload,,17.723266381600002
replace,S,replaced,,17.6954297273
accumulators,I,accumulator,,17.603637465
connection,I,connector,,17.5646193718
lp,I,low_pressure,,17.514589529600002
shaft,I,shaft,,16.9734840404
jam,P,jam,,17.345980371099998
lube,I,lubrication,,17.3847881676
alarms,P,alarm,,17.502894484200002
door,I,door,,17.2075162515
charge,S,charge,,17.0334067398
missing,P,missing,,16.6569793253
detector,I,detector,,16.3329647385
return,U,returning,,16.222247328399998
wheel,I,wheel,,16.059362075
running,U,running,,15.8565366757
transport,U,transport,,15.8127310144
stop,U,stop,,15.4473402837
ruptured,P,rupture,,15.6326009183
xd,I,cross_drill,I think this is cross drill ,15.247412462
forward,U,forward,,15.342960335499999
cycle,U,cycle,,14.956399782
rebuild,S,rebuild,,14.8250549566
cnc,I,cnc,,14.7255000778
reported,S,report,,14.660938418099999
failure,P,failure,,14.5871884841
pin,I,pin,,14.563117395599999
tripping,P,trip,,14.5344017125
solenoid,I,solenoid,,14.5025568923
damaged,P,broken,,14.4826559824
plug,U,plug,,14.4204153372
cylinder,I,cylinder,,14.0379336797
change,U,change,,14.0198078782
indexing,I,index,not one hundred percent sure here,13.8172645923
online,U,online,,13.7157806192
set,S,set,,13.675150694600001
offload,I,offload,,13.639016661600001
gear,I,gear,,13.6206972275
chips,I,chip,,13.5760693809
50bar,U,50bar,,13.5372025394
seals,U,seal,,13.3514739415
checked,S,check,,13.3098259945
load,U,load,,13.3033610155
blown,P,blown,,13.1427757516
housing,I,housing,,13.1075214774
nok,P,broken,,13.165274959300001
station,I,station,,12.8204929322
auto,U,auto,,12.7312609825
gripper,I,gripper,,12.692903559500001
install,S,install,,12.5420800762
pulley,I,pulley,,12.372699363299999
module,I,module,,12.3356952502
rear,I,rear,,12.3053219579
ordered,S,order,,12.0592457031
spare,U,spare,I'm not sure where to put this or if it is important,12.048932979000002
bearing,I,bearing,,12.0299981464
speed,I,speed,,11.9077141433
airline,,air_line,,11.8651848914
limit,U,limit,,11.8194536879
aligned,S,align,,11.7979460206
pendant,I,pendant,,11.7844199409
open,U,open,,11.676701783099999
seal,U,seal,,11.358587458599999
lock,U,lock,,11.656800159400001
cut,U,cut,,11.567136482
pack,U,pack,,11.6037672026
tightened,S,tighten,,11.5055362247
electrical,I,electrical,,11.4820992266
spindles,I,spindle,not sure if sp = spindle for sure,11.344353493
encoder,I,encoder,,11.2890452757
screws,I,screw,,11.2673785976
light,I,light,,11.1811193672
detection,U,detection,,11.276448786600001
repair,S,repair,,11.0989774398
travel,U,travel,,10.9273729513
discs,I,disc,,10.846700188699998
actuator,I,actuator,,10.7545109079
fan,I,fan,,10.746885750799999
25bar,U,25bar,,10.3868885787
controller,I,controller,,10.3727927222
interlock,I,interlock,,10.313859848
tag,S,tag,,10.240891101699999
dropping,P,drop,,10.1732788685
counter,I,counter,,10.0600161137
slide,I,slide,,9.9759590486
sp,I,spindle,not sure if sp = spindle for sure,10.0741619605
shut,U,shut,,9.8008025263
wiring,I,wire,,9.7269522427
reinstalled,S,install,,9.6470239924
start,U,start,,9.4131699549
threading,I,thread,,9.7986410727
major,U,major,I am not sure how to classify this,9.589967417
pusher,I,pusher,,9.4790424076
plate,I,plate,,9.4140224739
turned,U,turned,,9.3417647074
swap,S,swap,,9.2166849108
tube,I,tube,,9.2068826294
cycled,U,cycle,,9.1296550266
pick,U,pick,,9.1107273038
clamping,I,clamp,,9.3442694323
locking,U,locking,,9.0666278118
bolt,I,bolt,,9.018286209
steve,I,steve,"are we still doing ""person"" for this",9.010440777000001
clear,S,clear,,9.0097741127
safety,I,safety,,9.1152055083
issues,P,issue,,8.968731049199999
stock,I,stock,,8.9559157192
clean,S,clean,,8.9157394301
falling,U,fall,,8.8371496112
feeding,U,feeding,,8.8364610858
dog,I,dog,,9.001878677799999
play,U,play,,8.7438393228
needed,S,need,,8.7416442591
cover,I,cover,,8.7896522036
adjusting,S,adjust,,8.5712616736
flag,I,flag,,8.5493225019
regulating,U,regulating,,8.4946366053
corrected,S,correct,,8.4921414122
shift,U,shift,,8.480860589299999
hydraulics,I,hydraulic,,8.4284991217
cooling,U,cooling,,8.5228365767
holder,I,holder,,8.367277484199999
ball,I,ball,,8.3685980416
hsk,U,hsk,this would need to be checked by them,8.3524110962
guard,I,guard,,8.3368870555
won,U,won,"I think this is ""worn"" but I can't really be sure",8.306467098099999
adjustment,S,adjust,,8.3005997115
starter,I,starter,,8.2440097676
cross,I,cross,,8.234759295
added,S,add,,8.206416192699999
attachment,I,attachment,,8.1747057067
14,U,14,,7.5869755188
home,U,home,,8.059934372999999
time,U,time,,8.0261166639
returned,S,return,,7.9151969443
relay,I,relay,,7.887194168300001
coil,I,coil,,7.8428866749
lead,I,lead,,7.8116227776
rod,I,rod,,7.7937485194
20bar,U,20bar,,7.691102036
20,U,20,,7.6231916075
setup,S,setup,,7.624525781799999
multiple,X,multiple,,7.6038519654
proximity,I,prox,,7.579190862000001
noise,P,noise,,7.3261149321
excessive,U,excessive,,7.5357628723
plc,I,plc,,7.4219666376
bolts,I,bolt,,7.360833565399999
hot,U,hot,,7.3495342956
high,U,high,,7.3141182704
piston,I,piston,,7.2196486248000005
working,U,working,,6.9693748462
ready,U,ready,,7.1727341599
tensioned,S,tension,,7.1637803627
causing,X,causing,,7.1480198947
nut,I,nut,,7.076585408
26,U,26,,6.7994280595
tripped,P,trip,,6.9631431128
failing,P,fail,,6.9486430988
need,S,need,,7.0445843455
cabinet,I,cabinet,,7.0462969407000005
used,U,used,,6.9137466111000005
closing,U,closing,,6.907804290800001
jpm,I,person,Not sure the best way to do this for individual people,6.8709922546
close,U,close,,6.8700252725
vertical,I,vertical,,6.826028860499999
ring,I,ring,,6.8065915736000004
shelf,I,shelf,,6.5892116532000005
rotator,I,rotator,,6.8122298722000005
rings,I,ring,,6.733669052000001
short,P,short,,6.7197174254
box,I,box,,6.7076294362
remove,S,remove,,6.6695499831
bracket,I,bracket,,6.6326898016
hub,I,hub,,6.597210126599999
catcher,I,catcher,,6.5647265661
brake,I,brake,,6.628535161499999
seized,P,seize,,6.5119178197000025
block,U,block,,6.4962038700999996
selector,I,selector,,6.4941476682
fuses,I,fuse,,6.492663210599999
chute,I,chute,,6.4802965366
required,S,require,,6.4781729585
floor,I,floor,,6.4331331133
leaks,P,leak,,6.3208418372000015
13,U,13,,6.2982219461
connector,I,connector,,6.284136674500001
guide,I,guide,,6.2785789397
tony,I,person,"Once again, not sure what to do for people",6.276070971699999
flange,I,flange,,6.2680294205
gate,I,gate,,6.2550475967
alex,I,person,"Once again, not sure what to do for people",6.0066857019
80,U,80,,6.201561225
bladder,I,bladder,,6.2001590099
milling,I,mill,,6.1397950202
basket,I,basket,,6.1356913143
facing,U,facing,,6.119766168099999
mount,U,mount,,6.1145796436
stroke,I,stroke,,6.083965871499999
welded,S,weld,,6.0528092541
guards,I,guard,,5.993534369500001
left,U,left,,5.9822222411000014
rack,I,rack,,5.976347274
returning,U,returning,,5.9674543026
issued,,,,5.9540788803
performance,U,performance,,5.9368485222
russ,I,person,Not sure what to do for people,5.9029843081
panel,I,panel,,5.8837970259000025
shutting,,,,5.8837882962
st2,I,st_2,,5.8343784067
key,I,key,,5.7825932386000005
closed,U,closed,,5.770805321699999
turn,U,turn,,5.7439035854
chamfer,I,chamfer,,5.7313613277999975
invert,I,inverter,,5.7204285699
cables,I,cable,,5.4927943797
replacement,I,replacement,,5.737910566900001
scraper,I,scraper,,5.679818496499999
mounting,U,mounting,,5.631146806
35,U,35,,5.616700623400002
moved,U,move,,5.599524504400001
grind,U,grind,,5.5671716464
complete,S,complete,,5.5711720101
present,X,present,,5.537433388999999
completing,U,completing,,5.5368630949
inventory,I,inventory,,5.5316275028
water,I,water,,5.7109637078999995
screen,I,screen,,5.5179985929
laser,I,laser,,5.5084927522000005
filters,I,filter,,5.487458929400001
faulting,P,fault,,5.489085340599999
channel,I,channel,,5.4793191027
collector,I,collector,,5.6282191404
servo,I,servo,,5.442414768300001
arrived,,,,4.9131576185000005
slipping,P,slip,,5.393469340499999
slow,P,slow,,5.3753260122
request,S,request,,5.3647394195
started,,,,5.336770894
tagged,S,tag,,5.2851470256
unable,P,unable,,5.31376179
hours,X,hours,,5.280886013
cutting,U,cutting,,5.2422750243000005
sticking,P,stick,,5.2250464321
overtime,U,overtime,,5.220309726
bowl,I,bowl,,5.21570664
push,U,push,,5.2031804979
requires,S,require,,5.3789050474
signal,,,,4.9252914353
frl,U,frl,No clue what this is,5.174584636700001
roll,U,roll,,5.1520487872
drained,U,drain,,5.1457175561
ran,U,run,,5.143384241100001
30,U,30,,5.1366346327
intake,I,intake,,5.13172954
firing,U,firing,,5.1226764847
60,U,60,,5.1155478248
recess,,,,5.1151788948000005
spinning,,,,5.107351008
binding,,,,5.103404633899999
fluid,,,,5.0999317285000005
wrong,,,,5.0906411632
good,,,,5.0738888758
robot,,,,5.069590449800001
alignment,,,,5.0520595323
jamming,,,,5.0515546384
indexer,I,index,not one hundred percent sure here,5.0371085825
run,U,running,,5.0106877321
lines,,,,4.9890945905
work,,,,4.9882754486000005
coming,,,,4.9722982581
board,,,,4.9308273373
adjust,S,adjust,,5.0075575624
gage,,,,4.9087764266
reporting,,,,4.9008112016
tension,,,,4.885319491000001
vibration,,,,5.0125918803
properly,,,,4.874915419700001
coupling,,,,4.8681587455
pm,,,,4.499452371499999
bent,,,,4.8229054157
support,,,,4.8077694971
collision,,,,4.8027133367
filtermist,,,,4.553206284
spring,,,,4.785897407699999
gauge,,,,4.7791583070999994
button,,,,4.7753196512
10bar,,,,4.7713642429
norm,,,,4.7238242287
24,,,,4.7134135461
moving,,,,4.7011677236
drain,,,,4.6958551057
freed,,,,4.6732512242
jaws,,,,4.665410858
ends,,,,4.654938104599999
burned,,,,4.6495632405
cycling,,,,4.6466436635
output,,,,4.6419602531
hand,,,,4.6415504807
times,,,,4.6171942202
place,,,,4.6002521023
rotation,,,,4.5980289969
collets,I,collet,,4.584500552200001
reg,,,,4.5699534556
gasket,,,,4.5648130506
service,,,,4.2131505914
area,,,,4.548519435
jaw,,,,4.5460398241
day,,,,4.5389047461
40bar,,,,4.5315064911
rate,,,,4.4875493661000005
cracked,,,,4.4852132233
wear,,,,4.481873527
pulled,,,,4.4775039324
stopping,U,stop,,4.4737588684
functioning,,,,4.4701002889999994
length,,,,4.4416422750999995
float,,,,4.564210825
reversing,,,,4.4390041563
25,,,,4.0414818128
valves,I,valve,,4.433139790299999
upper,,,,4.0013754915
holding,,,,4.4034627107999995
workzone,,,,4.3886126634
15,,,,4.3638931644
roller,,,,4.3314493176
repeat,,,,4.30186334
skimmer,,,,4.3009363717
16,,,,4.2841474603
confirmed,,,,4.2820222834
error,,,,4.3158580701
does,,,,4.2398811295
blade,,,,4.2348434498000005
temp,,,,4.2218078414999995
marcel,,,,4.2195564761
grinding,,,,4.1848465445
carrier,,,,4.1788582484
oper,I,operator,,4.1614863073000015
increased,,,,4.1356536136
mode,,,,4.1321033070999995
fell,,,,4.1331600957
using,,,,4.1151239529
reading,,,,4.1139687935000016
gio,,,,4.0987289947
100,,,,4.0975415667
exit,,,,4.0977264142
cutoff,,,,4.0900282713
2nd,,,,4.0820706587
stack,,,,4.0822801411
connections,I,connector,,4.0752990144
21,,,,4.059667524
stay,,,,4.0488009327
aim,,,,4.0330654873
tray,,,,4.0258664782
connected,,,,4.0188510831
bleeder,,,,4.0102386856
bulb,,,,4.0064099253
add,S,add,,4.002620613
bus,,,,3.9969446209
tight,,,,3.9920462836
actual,,,,3.9872131954000003
bushing,,,,3.9876237448
stops,U,stop,,4.0032431451
chatter,,,,3.9610498738
did,,,,3.9439821255000003
ejector,,,,3.9262687702999997
fittings,I,fitting,,3.9204466172
retaining,,,,3.9181717376
hs,,,,3.8865241095
sequence,,,,3.8777983900999997
colant,I,coolant,,3.8597762174
chiller,,,,3.849734316
sync,,,,3.843372835
splash,,,,3.8435721835
purchased,,,,3.8367687036
dressing,,,,3.8218330522
long,,,,3.8192700551999996
horseshoe,,,,3.8092784454000004
units,I,unit,,3.5602670370999996
vacuum,,,,3.7809860824
right,,,,3.7698230657
pipe,,,,3.7519954083
making,,,,3.5031335583999996
jose,,,,3.7435561166
shuttle,,,,3.7274516452999995
excess,U,excessive,,3.7119139283999996
rewired,,,,3.6939251657
rotate,,,,3.6719868543
chucking,,,,3.6708426176
dresser,,,,3.6560154819
jet,,,,3.6539405916
extension,,,,3.6477944084
glass,,,,3.6443086712
extended,,,,3.6023557961000003
production,,,,3.5843888906
sensors,I,sensor,,3.5778853756
receiver,,,,3.57946288
rolls,,,,3.5731241761000003
wired,,,,3.5651985433999998
heat,,,,3.2583461264999998
program,,,,3.5565902020999998
sub,,,,3.5440597141000003
3rd,,,,3.5334116459
anthony,,,,3.5245503876999997
loud,,,,3.5167943151
plugged,,,,3.5219587077999996
arm,,,,3.521347202
shorted,,,,3.5050355792000003
skirt,,,,3.4972248644999997
utility,,,,3.4856158778
washer,,,,3.4765195858999998
setting,,,,3.4693966914999996
gears,I,gear,,3.4645566123
hog,,,,3.4657802492000003
cam,,,,3.4561812933
loss,,,,3.4454075521
reverse,,,,3.681988768
drum,,,,3.4197077315
28,,,,3.4129528383
clip,,,,3.4099142745999997
offline,,,,3.3764302639999997
reconnected,,,,3.3702225980000002
lifting,,,,3.3668976119
mist,,,,3.5418170176999997
regulator,,,,3.3481832335000004
condition,,,,3.3432920239999997
circuit,,,,3.4094521993
nest,,,,3.3413987764999997
unjammed,,,,3.3256017694
hole,,,,3.3222473611
correct,S,correct,,3.3123093736
fully,,,,3.3071774973
assess,,,,3.4084545026999997
assembly,,,,3.2691167752999997
going,,,,3.2700822438
1700,,,,3.2594451005000002
section,,,,3.2554997881
retract,,,,3.2543977771
range,,,,3.2361812631
smog,,,,3.2278896358999996
tip,,,,3.2231217532
hanging,,,,3.2182546022000005
guides,I,guide,,3.2165849287
27,,,,2.9526905633999996
tech,,,,3.2092782034
supply,,,,3.1970251447000004
false,,,,3.190603714
getting,,,,3.0200255523000004
belts,I,belt,,3.1760908014999996
denis,,,,3.1843337771
mag,,,,3.1820388344999997
wash,,,,3.1707257575
zero,,,,3.2555414063
loaded,,,,3.1516257944
1st,,,,3.1435257348000003
breaking,,,,3.1252486948000002
weld,S,weld,,3.1282183538
sections,,,,3.1213282681
50,,,,3.1198763749
realigned,S,align,,3.10676158
pad,,,,3.1061912075
failed,P,failure,,3.1064680343
caused,,,,3.0989546247
22,,,,3.0964198405000003
monitoring,,,,3.0919496154000004
torque,,,,3.072906583
link,,,,3.0691881238
use,U,used,,3.0563535964999997
correctly,,,,3.0466521845999996
heavy,,,,3.0445536445
battery,,,,3.0465617916000003
replacing,,,,3.0454718175
wires,,,,3.1667365927
depth,,,,3.0320644188999997
possible,,,,3.0307477324
po,,,,2.7304331350999997
drifting,,,,3.1022266192
ot,,,,2.9975671395
maintenance,,,,2.6759778615000003
exposed,,,,3.1180767912
sent,,,,2.979313605
inside,,,,2.971379753
rhe,,,,2.9690217855000003
15bar,,,,2.971272405
hit,,,,2.9697138229
bolted,,,,2.9627178568
knoll,,,,2.9434503351999997
sam,,,,2.9426454939999998
dk,,,,2.9313349651
cord,,,,2.92768143
detect,,,,2.6418827092
responding,,,,2.9246532301999997
turrets,I,turret,,2.9208470064
reapired,S,repair,,2.9159795808999998
retainer,,,,2.6029915084
center,,,,2.3213943308
manually,,,,2.9007431154
19,,,,2.5760592024
random,,,,2.8573292794
greased,,,,2.8469148819
separator,,,,2.8457287763
lower,,,,2.3771239966
offset,,,,2.8270206187999998
remounted,,,,2.8267986858
linear,,,,2.8221034535
pins,,,,2.8185959395999998
switches,,,,2.9628676087
engage,,,,2.8060684682
opers,,,,2.8041330510000004
ss,,,,2.7975900770999997
z1,,,,2.7970579394
tubes,I,tube,,2.7917798574
truck,,,,2.7909655958
impellor,,,,2.7877929314
disabled,,,,2.7857679986000004
activated,,,,2.7729735385
disconnect,,,,2.7745647713999997
lucifer,,,,2.7756203997
grm,,,,2.7746879262
lt,,,,2.7738804227
magazine,,,,2.7750710567000003
sprocket,,,,2.7732972773
leg,,,,2.7694428439
action,,,,2.7649304002
room,,,,2.7634138882
care,,,,2.7642691043000003
smoking,,,,2.7604245332999997
detached,,,,2.7599649669
pan,,,,2.7593950907
jon,,,,2.4901945147999998
finish,,,,2.751478873
borrowed,,,,2.7506815476999997
turning,,,,2.7406410405
x3,,,,2.7347983452999998
rail,,,,2.7306941093
approach,,,,2.7290238016000004
repeatedly,,,,2.7218793288
consumption,,,,2.721196678
latches,,,,2.7200525702
drift,,,,2.6973558860000004
faulty,P,fault,,2.693727439
reviewed,,,,2.6698839631999998
balance,,,,2.6603484118000003
repairs,S,repair,,2.6539832535
stem,,,,2.6514054855
modified,,,,2.6437687858000003
entry,,,,2.6412687074
reduced,,,,2.6393659134
jumping,,,,2.6311004576
post,,,,2.6283944869
pivot,,,,2.6266522836000004
proper,,,,2.6046391499
fabricated,,,,2.5991431277
mfg,,,,2.5989007953
traced,,,,2.5868005572999997
jc,,,,2.5818425146
serviced,,,,2.5816626169
potentiometer,,,,2.5796098066999997
drop,P,drop,,2.5749898302000003
spinner,,,,2.5727896459
seconds,,,,2.5722821959999997
id,,,,2.5614246602
electric,,,,2.5524309995
siezed,P,seize,,2.2346312254
36,,,,2.5426836208
monitor,,,,2.5407132979
metering,,,,2.536702111
automation,,,,2.5289418597999997
monitored,,,,2.5218398327
orifice,,,,2.5204647744999997
modules,I,module,,2.5197635248
having,,,,2.5178179616
difficult,,,,2.5708846249
disassembled,,,,2.5070324512999997
spool,,,,2.5053872494
confirm,,,,2.5012346358
tumbler,,,,2.4971826622
pp,,,,2.4865485652
overheating,,,,2.481774707
maint,,,,2.4788530837000002
torn,,,,2.4805679691
disconnected,,,,2.478901251
unload,,,,2.4770253825
contact,,,,2.4730311713
springs,,,,2.4735816834
flat,,,,2.4667416419
escapement,,,,2.4593809459
wand,,,,2.4577286505
emergency,,,,2.4573778688
took,,,,2.4484553606
h32,,,,2.4458565526
blank,,,,2.4451878882
doesn,,,,2.4437201579
casting,,,,2.4411531937
believed,,,,2.4390124167
ra,,,,2.4371651482
1000,,,,2.4344207384
salley,,,,2.4348309392
operators,I,operator,,2.428722907
tracking,U,track,,2.4214053022999997
randomly,,,,2.4208626527
ground,,,,2.4188224721
swivel,,,,2.4085417821
varying,,,,2.4077235975
attached,,,,2.4078780303
learn,,,,2.4078806764
balancing,,,,2.4065458558
reattached,,,,2.4006924605
elect,,,,2.401418455
opening,,,,2.400955723
free,,,,2.3972905922
require,S,require,,2.3920678421
site,,,,2.3903477118
minor,,,,2.3743148122
voltage,,,,2.3706065998
ml,,,,2.3684408094
overheat,,,,2.3535121014
went,,,,2.3490695335
thread,I,thread,,2.3480055873
review,,,,2.3467588725
taken,,,,2.3456178243
dogs,I,dog,,2.3417386122
programming,,,,2.3414759888999996
moves,U,move,,2.3328345251
came,,,,2.3292444876
reports,S,report,,2.3273370122999997
platform,,,,2.3265369981
pulleys,I,pulley,,2.3158495625
od,,,,2.3134058988
synchronized,,,,2.3104904362
assessed,,,,2.3055493830000002
filled,,,,2.3018030576
robo,,,,2.2969010544
fork,,,,2.2922649089
face,,,,2.2812406553
gerry,,,,2.2741358617
bag,,,,2.2725221236
29,,,,1.9018104174000001
microphone,,,,2.2686795023
noisy,P,noise,,2.2614028436
18,,,,1.95518012
lift,,,,2.2574699438
hs4,,,,2.2544475347999997
overtravel,,,,2.2535866953
hold,,,,2.2476665381
h15,,,,2.2401961696
reducer,,,,2.2421113533000003
manual,,,,2.2357709481
soft,,,,2.2359381636
sludge,,,,2.2301483613
picking,,,,2.2263567915999998
rotating,,,,2.2150167582
cb,,,,2.2028195502
pcs,,,,2.1965139059
stripper,,,,2.1961223281
sinat,,,,2.1990444151
connect,,,,2.198128437
runs,,,,2.1977709372
lid,,,,2.1966591302
keys,I,key,,2.1934898201
allow,,,,2.1921536374
functional,,,,2.1916544615
wheels,I,wheel,,2.1888707663
arbor,,,,2.1760899847
input,,,,2.1765320136
manifold,,,,2.1743037491
lubrication,,,,2.1698923664
links,,,,2.1699345898
magnet,,,,2.1677623233000003
arrival,,,,2.1667991034
access,,,,2.1566612241
pressed,,,,2.1588115266
likely,,,,2.1569042642
referenced,,,,2.1550068722
holders,I,holder,,2.1525457278
paddle,,,,2.1409272337000003
exhaust,,,,2.1468119966
internal,,,,2.1422482709
variation,,,,2.2897433396
chuck,,,,2.1390460582
adjustments,S,adjust,,2.1355019933
horn,,,,2.1308999494
release,,,,2.1283412209
losing,,,,2.1266992627000003
stored,,,,2.1252006856
clogged,,,,2.1218721904
trunk,,,,2.1229496461000004
backed,,,,2.1194038911
sat,,,,2.1118308138999997
handle,,,,2.1075077505
2x,,,,2.1040612757
life,,,,2.1024612469
outlet,,,,2.1020479106
17,,,,2.0923165719
knob,,,,2.0915156786
dylan,,,,2.0862470644999997
h11,,,,2.0855678577
failures,P,failure,,2.0856007032
task,,,,2.0745888912
ms32,,,,2.0731420499
union,,,,1.7537580316999999
pwer,U,power,,2.0648465200999997
s4,,,,2.0654245987
backup,,,,2.0597392432
paint,,,,2.0517946761
order,S,order,,2.0493046718
retrieved,,,,2.0490773988
prevent,,,,1.8608910338
pcm,,,,2.0435400732
hoses,I,hose,,2.0423936704
remnant,,,,2.0410089734
changed,,,,2.0415945488
pcs100,,,,2.0352730139
hitting,,,,2.0336202219
crashed,,,,2.0337313535
mach,I,machine,,2.0337450619
operating,,,,2.0305150451
presetter,,,,2.0265537603
pedestal,,,,2.0242276573
tools,I,tool,,2.0235509635
overhead,,,,2.1105374863
sleeve,,,,2.0136284294
gearbox,,,,2.0092273121
extend,,,,2.00811282
single,,,,1.7451229253
slug,,,,1.6959663497
provided,,,,1.9999303931
starting,,,,2.0563460195
wrapped,,,,1.9980836990000002
called,,,,1.9930345258000002
straightened,,,,1.9887007814
waiting,,,,1.9887554153
tooling,,,,1.9866487778
guidance,,,,1.9855847613
allen,,,,1.9759243709
keeps,,,,1.9758554086000002
shuts,,,,1.9560371425
drills,I,drill,,1.9447575273
non,,,,1.600115679
mechanism,,,,1.9413073873
lhe,,,,1.9387056739
overide,,,,1.937583913
paper,,,,1.9339381675
rebooted,,,,1.9316054984
apart,,,,1.9244175986
24v,,,,1.9219781633000002
removal,,,,1.9163147593
23,,,,1.9048044691
trip,,,,1.9101805602000002
debris,,,,1.9061194256
rejects,,,,1.9045193219999998
blades,,,,1.8922095478
week,,,,1.8877089511
hs2,,,,1.8878116926
h38,,,,1.8841733149000002
pumps,I,pump,,1.8832179350999998
protection,,,,1.8759290422
clearing,,,,1.8721618588
engaging,,,,1.8710341349000001
ducting,,,,1.8662007403999998
synchronize,,,,1.8578512857
h40,,,,1.8557314138
finishing,,,,1.8490178991
releasing,,,,1.8451216488
inlet,,,,1.8437373143
reboot,,,,1.8427148802000002
brackets,I,bracket,,1.8371562408000002
draining,,,,1.8364481394999999
slowing,P,slow,,1.8319924738
cyclinder,I,cylinder,,1.8293131241
red,,,,1.8272263496
spec,,,,1.8214293730000002
cpu,,,,1.8215237415
drilled,,,,1.8058342243
covers,I,cover,,1.8034808306
staying,,,,1.7958704506999998
fixture,,,,1.7899664593
away,,,,1.7871002831
receiving,,,,1.7853321966999998
height,,,,1.7817678136000001
kicked,,,,1.7803332387000002
reversed,,,,1.7718739236
fine,,,,1.7689891415
oal,,,,1.7684032299
clamps,I,clamp,,1.7678810734000001
remount,,,,1.763279127
rinse,,,,1.7578306326
quill,,,,2.0080617765
bind,,,,1.7569272991999998
fette,,,,1.7558335288
appear,,,,1.7549389903000001
sa,,,,1.7536768687
reservoir,,,,1.7510554681000001
standard,,,,1.7495478671
hs5,,,,1.7468347343000001
nuts,I,nut,,1.7489275635
3x,,,,1.7486064637999998
rag,,,,1.7464332036
drawbar,,,,1.7467109888999999
wrench,,,,1.7423909699000002
lowered,,,,1.740597544
problem,,,,1.7403793125
overfilled,,,,1.7400933078999998
mid,,,,1.7623432234
active,,,,1.724126883
components,,,,1.7227462384
john,,,,1.7206766101
starts,,,,1.7493375813999998
mounted,,,,1.7153388275
reached,,,,1.7430331298
placed,,,,1.7406610709
