71,2015-03-23,,TK4,NaN,NaN,HP and LP pumps INOP,Replaced HP pump (relief valve arrived 3/24) SA installed ,-1
72,2015-03-24,,Blast 2,NaN,NaN,Broken door clamp; hook bolt,Replaced with new hook bolt on hand,-1
73,2015-03-24,,H33,NaN,NaN,St#5 motor inop / humming (brushing unit),Lead screw jammed in spindle / All removed and reset with JPM guidance issued to Jon,-1
74,2015-03-24,,H34,NaN,NaN,Saw blade spun on hub,Removed and repaired the saw unit pins,-1
75,2015-03-24,,I4,NaN,NaN,Speed limit @ Spindle A exceeded,"Spindle A hit by loader / Loose piston and V block, fittings replaced; air too fast.",-1
76,2015-03-25,,H16,NaN,NaN,Broken chain on loader,Broken at master link; New link replaced by Paulo and Steve C,-1
77,2015-03-25,,H16,NaN,NaN,Encoder coupling broken / Chain was broken and reapired during 1st shift,Replaced encoder coupling on bar loader,-1
78,2015-03-25,,H20,NaN,NaN,Emergency retract solonoid failure,Replaced solonoid and fuse,-1
79,2015-03-25,,H26,NaN,NaN,Vogel lube faults,Tightened loose fitting!,-1
80,2015-03-25,,H3,NaN,NaN,Invert push rod staying forward,Replaced inverter valve,-1
81,2015-03-25,,NM1,NaN,NaN,Sub spindle Z Axiz ball screw has play Measured to .0015 on 3/24 with no parts out of spec. 3/25 parts out of spec.,New Sub Spindle Z axis ball screw installed with Denis and Jon C / Instructed to grease ball screw travellers every two months,-1
82,2015-03-25,,T102,NaN,NaN,Main Tool slide Alignment,Removed MTS drum to replace alignment rolls then aligned. Turned over to ML 3/26 0815,-1
83,2015-03-25,,T91,NaN,NaN,Base Cleaning,Cleaned,-1
84,2015-03-25,,T97,NaN,NaN,Base Cleaning,Cleaned   ,-1
85,2015-03-26,,H20 ,NaN,NaN,St#11 iBag spindle stuck forward,Replaced entire spindle with unit on the shelf,-1
86,2015-03-26,,H8,NaN,NaN,ST# 14 slug detector INOP,No Issue; Does not 'check' using fault reset switch. Only when table indexes,-1
87,2015-03-26,,I18,NaN,NaN,Spindle #6 off / Bar clamp alarms,Replaced cable for clamp pressure sensor,-1
88,2015-03-26,,I4,NaN,NaN,Air line to part blow off before AIM INOP,Replaced air cylinder and modified plate,-1
89,2015-03-26,,I6,NaN,NaN,Hydraulic leak Side B,Replaced hydraulic hose / base drained with new collant added,-1
90,2015-03-26,,T91 ,NaN,NaN,Spline in main pully worn,,-1
91,2015-03-26,,TK4,NaN,NaN,Spindle not braking at end of cycle,Adjusted belt tension and monitored until 0945; Online,-1
92,2015-03-27,,H23,NaN,NaN,Saw attachment hub spun,Removed and repaired the saw unit pins,-1
93,2015-03-27,,H33,NaN,NaN,Spindle contactor overload,Operator corrected; No details,-1
94,2015-03-27,,I4,NaN,NaN,No teeth on sprocket at return loop of offload conveyor. Track jumping,No available sprocket found. Denis adjusted the track position at the drive sprocket and adjusted belt tension. OK,-1
95,2015-03-27,,I4,NaN,NaN,Offload conveyor bouncing,Broken screw on support bracket replaced,-1
96,2015-03-28,,H17,NaN,NaN,Table will not drop after indexing,Replaced prox's and reset all collars on the table location rod. Lyle drained base for access.,-1
97,2015-03-30,,A76,NaN,NaN,Machine  will not index,Found cross slide locking bolt extended and binding the slide.,-1
98,2015-03-30,,ANCA,NaN,NaN,Light bar on ANCA INOP,Replaced bulbs,-1
99,2015-03-30,,H11,NaN,NaN,Brush unit INOP,Turned on the vertical station above the brushing unit. Brush will only fire after vertical fires; Sequenced DUH!; How much downtime Russ?,-1
100,2015-03-30,,H22,NaN,NaN,CNC at 35 seconds / Hyd filter,Replaced filter,-1
101,2015-03-30,,H29,NaN,NaN,Spindle moves for D22978 setup,Spindles moved,-1
102,2015-03-30,,I2,NaN,NaN,Chip  conveyor jam,Cleared by hand crank,-1
103,2015-03-30,,I2,NaN,NaN,Light out side A,Replaced light bulb,-1
104,2015-03-30,,SC6,NaN,NaN,Contoler keeps resetting; Reading in code,"Replaced controller x3, CPU, CPU to Contorller cable / Tony plugged in and found bad logic module which was replaced.",-1
105,2015-03-31,,H17,NaN,NaN,Damaged sensor cable at indexer #11,Replaced,-1
106,2015-03-31,,H27,NaN,NaN,Saw unit needs to be replaced / 4 saws in 24 hours,Found time cycle too fast for saw / attachment bolts to rack drive loose; GD adjusted TC and tensioned bolts. One bolt is broken in rack assembly and will require Manit when DT permits.,-1
107,2015-03-31,,H27,NaN,NaN,Bottom Left XD failure,Unit rebuilt by Roland and installed / Spare parts ordered to replace inventory,-1
108,2015-03-31,,H29,NaN,NaN,St#7 spindle bearings bad,Spindle swapped with 36/100,-1
109,2015-03-31,,H33,NaN,NaN,Breaker 220 tripping / St#12 motor overheating,Swapped brusjing unit at St#12 with unit removed from H29,-1
110,2015-03-31,,H33,NaN,NaN,Pendant rotaion lock pin broken,Pin was good / swivel tensioned,-1
111,2015-03-31,,H33,NaN,NaN,Threading unit control box loose,Repaired,-1
112,2015-03-31,,H8,NaN,NaN,St#6 milling head shaft wear,Swapped head with unit in queue for H15 CS1001; Unit removed has been serviced,-1
113,2015-03-31,,I17,NaN,NaN,Iemca loading failures,Checked and charged accumulator,-1
114,2015-03-31,,I17,NaN,NaN,Rear door hinge loose,Repaired,-1
115,2015-03-31,,I3,NaN,NaN,False Hyd reading / will not pick up part,Cleaned nest; Online,-1
116,2015-03-31,,I3,NaN,NaN,Machine won't start,Multiple faults had to be cleared before being able to start,-1
117,2015-03-31,,SC11,NaN,NaN,Hydraulic Main Fault; will not build pressure,Bad output module; Broken off rack in electrical cabinet and caused loose connection to hydraulic motor,-1
118,2015-03-31,,Sinico,NaN,NaN,Offload conveyor INOP,Replaced worn key in conveyor motor drive shaft; Parts list DK,-1
119,2015-03-31,,Sinico,NaN,NaN,Rear collector broken,Tube welded to repair crack and re inserted,-1
120,2015-04-01,,H1,NaN,NaN,Power pack not at 60bar,Drained powerpack and confirmed no hose leak / replaced filter and filled with new ISO 46 hyd oil,-1
121,2015-04-01,,H17,NaN,NaN,Indexers #11 and #12 out of position and will not reset,Reset;  ML reporting 1st shift oper knows how to do this!,-1
122,2015-04-01,,I18,NaN,NaN,Hydraulic valve stack has loud vibration,Hydraulic tank empty! / Filled tank with 35 gallons but finding it having lost 25 gallons in 24 hours on 4/2; searching for Hyd leak,-1
123,2015-04-01,,Super Tec,NaN,NaN,Drain and clean tank; Do not refill,Drained and cleaned,-1
124,2015-04-02,,H10,NaN,NaN,Table not indexing,Reset all three table indexing proximity switches; Loose. Also adjusted table indexing speed-Was too fast,-1
125,2015-04-02,,H3,NaN,NaN,Power pack not building pressure. Stuck at 30 bar,Accumulator checked OK at 30bar / replaced filters /pressure stable at 60bar; dropping to 50bar when indexing,-1
126,2015-04-02,,I17,NaN,NaN,HS4 disabled; will not rotate,Actuator replaced,-1
127,2015-04-02,,SC5,NaN,NaN,Rear door lock alarm faults during run cycle,Installed new interlock after receiving taps for elect connect,-1
128,2015-04-03,,H19,NaN,NaN,St#7 will not complete cycle,Replaced bleeder valve,-1
129,2015-04-03,,H33,NaN,NaN,Overload contactor at threading unit,Greased lead screw,-1
130,2015-04-03,,TR#2,NaN,NaN,Service filtermist,Filters replaced,-1
131,2015-04-06,,Grinder,NaN,NaN,Chevalier grinder in Oper grind room not level,Leveled grinder base,-1
132,2015-04-06,,H10,NaN,NaN,Units will not fire,Replaced contactor K313 and auxiliary contactor block,-1
133,2015-04-06,,H23,NaN,NaN,Major Hyd leak from ST#8 valve; Chip breaker valve,Replaced chip breaker valve with rebuilt unit on shelf,-1
134,2015-04-06,,I2,NaN,NaN,Chip conveyor jammed,Hand cranked to free minor jam and replaced clutch plates,-1
135,2015-04-06,,I6,NaN,NaN,Base has hydraulic fluid; Drain/Clean,"Drained, Cleaned, 50 Micron bag filter replaced",-1
136,2015-04-06,,Mayfran,NaN,NaN,Diaphram pump #1 INOP,Replaced pump ,-1
137,2015-04-06,,SC3,NaN,NaN,Rot cam switch faults; became Monitor spindle drive fault,LT module replaced but issue remained; Feed motor was seized. Replaced with motor from SC4. Bad motor shipped to Electric Enterprise for repair.,-1
138,2015-04-06,,T102,NaN,NaN,Clutch will not disengage,Rebuild cluch,-1
139,2015-04-06,,T103,NaN,NaN,Machine will not engage,Solonoid OK; Clutch adjusted and online,-1
140,2015-04-07,,H14,NaN,NaN,Brushing requires LH rotation,Replaced brushing unit and lead screw for LH rotation,-1
141,2015-04-07,,H20,NaN,NaN,St#11 bleeder valve NOK,O-Ring on bleeder replaced. Valve settings on #11 and #12 reset,-1
142,2015-04-07,,H21,NaN,NaN,Loose wire in pendant; shutting down machine,Repaired 2 broken wires,-1
143,2015-04-07,,SC11,NaN,NaN,Monitoring Spindle Drive alarm won't clear,Replaced performance module,-1
144,2015-04-08,,H14,NaN,NaN,Loose fitting on inverter; operator afraid to tighten??,Tensioned fitting,-1
145,2015-04-08,,H14,NaN,NaN,Inverter push rod will not retract,Pulled Invert valve from H11 (under setup) valve rebuilt,-1
146,2015-04-08,,H19,NaN,NaN,St# 11 spindle bearings bad,Replaced bearings and returned spindle to H19; Gio,-1
147,2015-04-08,,I1,NaN,NaN,Chip Stripper jammed against conveyor outlet,Adjusted chip stripper location; operational,-1
148,2015-04-08,,T104,NaN,NaN,Main slide rolls loose / One spindle with R/O,MTS rolls ok / Collet closing roll replaced with AS14 roll but too small ,-1
149,2015-04-09,,Dreher,NaN,NaN,Broken Dreher clamp,Repaired clamp,-1
150,2015-04-09,,H1,NaN,NaN,Pendant clamp broken,Clamp repaired,-1
151,2015-04-09,,H14,NaN,NaN,Inverter faulting ST2 fault,Swapped inverter valve with H11,-1
152,2015-04-09,,H20,NaN,NaN,Loader will not insert part into collet,Replaced PLC,-1
153,2015-04-09,,H32,NaN,NaN,Bar loader chain broken,Repaired,-1
154,2015-04-09,,I18,NaN,NaN,Track #2 binding; Belt worn,Replaced belt and pulley,-1
155,2015-04-09,,I2,NaN,NaN,Robot arm out of sequence; dropping parts,Slowed rotator,-1
156,2015-04-09,,I6,NaN,NaN,Alarm 1681 servo enable traversing,Encoder coupling replaced,-1
157,2015-04-09,,I6,NaN,NaN,Broken wire on AIM,Soldered wire; Eng required to reboot AIM.,-1
158,2015-04-09,,SC5,NaN,NaN,Work zone lingt INOP,Light removed (CD),-1
159,2015-04-09,,T104,NaN,NaN,Collet closing roll INOP; using AS14 roll,Replaced with Roll and lever from T105,-1
160,2015-04-10,,H10,NaN,NaN,Vertical and brushing not in sequence,Replaced bad relay,-1
161,2015-04-10,,H33,NaN,NaN,ST#12 threading unit setting will not allow spindles to start,Adjusted return prox ,-1
162,2015-04-10,,I2,NaN,NaN,Coolant leak side A top of macjine,Loose fittings tightened,-1
163,2015-04-10,,Tsch2,NaN,NaN,Alarm 436; C axis soft thermal,Rebuilt Regulating wheel support bearings,-1
164,2015-04-11,,I18,NaN,NaN,Major hydraulic leak at Sp#6 horseshoe,Replaced horseshoe seals,-1
165,2015-04-13,,FPI,NaN,NaN,Gates and locking latches need repair,Latches ordered and replaced,-1
166,2015-04-13,,H33,NaN,NaN,Contactor Overload M20 fault; ,Reset contactor having found nothing wrong with it,-1
167,2015-04-13,,H33,NaN,NaN,Brushing unit #12 not stopping when moving forward,Adjusted prox position,-1
168,2015-04-13,,I20,NaN,NaN,Iemca encoder INOP; opers loading manually,Encoder replaced,-1
169,2015-04-13,,I20,NaN,NaN,Iemca track #3 failing; Channel guides removed ,#3 Track replaced NEW,-1
170,2015-04-13,,I3,NaN,NaN,Side A door support stripped threading; interlock key moves,Threads OK; Loose key tightened.; Operator should have repaired this,-1
171,2015-04-13,,Prab,NaN,NaN,No power at Prab,Replaced fuse FB 300,-1
172,2015-04-13,,TK2,NaN,NaN,Stripped threading on loading robot dog,Threads OK; Replaced screws,-1
173,2015-04-13,,TK4,NaN,NaN,HP oil intake needs to be extended and fixed in place to prevent intake or air,Extended intake and fixed to prevent movement,-1
174,2015-04-14,,A76,NaN,NaN,Clamping spool guard broken,Replaced; Operator could have done this!,-1
175,2015-04-14,,A78,NaN,NaN,Broken chucking shoe,Replaced chucking shoe; Operator could have done this also!,-1
176,2015-04-14,,H12,NaN,NaN,Exit chute broken,MFG two new exit chutes; one for Gio,-1
177,2015-04-14,,H33,NaN,NaN,St#12 Motor overload fault,Replaced motor; Need new or rebuild,-1
178,2015-04-14,,I17,NaN,NaN,Alarm 300504 HS4 Encoder cable issue; Spindle OFF,Replaced encoder on SP #4,-1
179,2015-04-14,,I3,NaN,NaN,Transport gripper sensor INOP,Cable to gripper sensor replaced,-1
180,2015-04-14,,Prab,NaN,NaN,Machine shut down; Will not start,Replaced blown fuse in control panel,-1
181,2015-04-14,,SC4,NaN,NaN,Overload Maindrive Alarm,Main motor replaced,-1
182,2015-04-14,,T98,NaN,NaN,Counter is double counting,Replaced counter,-1
183,2015-04-15,,A67,NaN,NaN,High speed change shaft worn,Replaced worn shaft and gear,-1
184,2015-04-15,,H24 ,NaN,NaN,Threading unit tripped overload protector,Reset breaker,-1
185,2015-04-15,,H5,NaN,NaN,Bar not feeding faults,Increased feeding pressure 1/4 turn,-1
186,2015-04-15,,H5,NaN,NaN,CNC reset selector switch broken,Replaced selector switch; Could have been reset using tablet,-1
187,2015-04-15,,I4,NaN,NaN,Turrets INOP; Ready signal not coming up,Swapped Performance modules; Bad cable found and replaced.,-1
188,2015-04-15,,TK4,NaN,NaN,High pressure coolant leak / foaming oil,Replaced HP coolant feed line,-1
189,2015-04-15,,TK4,NaN,NaN,Air in oil,Lowered oil feed line into oil !!,-1
190,2015-04-15,,Tsch2,NaN,NaN,Shuttle slide will not home,Motor replaced for actuator; Borrowed from D26035 loader,-1
191,2015-04-16,,H19,NaN,NaN,Loader INOP / Major hydraulic leak,Broken ferule on line that feeds the table / Oil drained from machine and replaced with fresh Nucut Lite,-1
192,2015-04-16,,H33,NaN,NaN,St#12 brushing unit stuck forward,Over torque switch was loose causing unit to fail as soon as it started. Also loose sensor. All were tensioned and set.,-1
193,2015-04-16,,H34,NaN,NaN,Brushing unit stuck forward   ,Replaced prox chord and repaired damaged threading on lead screw,-1
194,2015-04-16,,H5,NaN,NaN,Bottom XD bad bearings,Replaced bottom XD with rebuilt unit; Bad unit to be rebuilt,-1
195,2015-04-16,,I5,NaN,NaN,Track #2 will not load in Auto,Replaced Track #2 and Track #4,-1
196,2015-04-16,,TK3,NaN,NaN,No coolant flow; Pump not turning on,No control voltage to pump. Recycled power to machine and pump worked.  ??,-1
197,2015-04-17,,H18,NaN,NaN,St#4 drill detector INOP,Replaced bad drill detector,-1
198,2015-04-17,,H27,NaN,NaN,Top XD head St#7 needs to be replaced,Replaced with rebuilt unit; Unit removed submitted for rebuild,-1
199,2015-04-17,,H34,NaN,NaN,St#5 brushing unit overtime faults,Damaged lead screw repaired; Brass ring,-1
200,2015-04-17,,I1,NaN,NaN,Offload conveyor INOP,Replaced guides that had fallen from tracking,-1
201,2015-04-17,,I19,NaN,NaN,Short in cable for sensor to facing travel flag (Iemca),Cable for sensor replaced,-1
202,2015-04-20,,Dreher,NaN,NaN,Replace plug and connector on new Dreher,Completed    ,-1
203,2015-04-20,,H1,NaN,NaN,Pendant bracket needs to be replaced,Repaired,-1
204,2015-04-20,,H5,NaN,NaN,St#7 Indexer has no power,Blown fuse replaced,-1
205,2015-04-20,,H8,NaN,NaN,St#4 not cutting / Squeeling sound,Loose drive pulley tightened; Operator should have taken care of this!!,-1
206,2015-04-20,,I5,NaN,NaN,Major hyd leak at St#4 Actuator,Replaced seals in #4 horseshoe,-1
207,2015-04-20,,Sinico,NaN,NaN,Door will not lock,Repaired loose interlock key; Operator should have taken care of this!!,-1
208,2015-04-20,,Sinico,NaN,NaN,Door lock INOP,Tightened loose screws,-1
209,2015-04-21,,H17,NaN,NaN,Indexer St#11 does not complete cycle,Reset position,-1
210,2015-04-21,,H28,NaN,NaN,St#7 flange fault / check accumulator,Accumulator rebuilt,-1
211,2015-04-21,,I5,NaN,NaN,Main drive ready signal not coming up Axis X31 drive timeout code 7937,Unknown correction ,-1
212,2015-04-22,,H15,NaN,NaN,Accumulator drops 25 bar,Accumulators checked charged and tagged,-1
213,2015-04-23,,Durr,NaN,NaN,Basckets not being pulled from drum after wash complete,Added shims to raise basket carrying arm to prevent dragging.,-1
214,2015-04-23,,EDM 2,NaN,NaN,Some soft keys INOP / .008 wire not threading,Alen Saracevik; Reset controler connections / Ajusted push rod for threading mechanism. Service Report# 186991 MC Machinery Systems ,-1
215,2015-04-23,,I2,NaN,NaN,Parts picker crashing Side A,Cleaned chips under spring in V block / replaced air solonoid valve,-1
216,2015-04-23,,I20,NaN,NaN,Rear door interlock mechanism INOP,Repaired by replacing the missing screws,-1
217,2015-04-23,,Tsch 1,NaN,NaN,Coolant base needs to be cleaned,Cleaned,-1
218,2015-04-24,,H27,NaN,NaN,Broken exit chute,Walked upstairs to the mezzanine to pick up available exit chute and delivered it to the waiting machine. Operator should have taken care of this!!,-1
219,2015-04-24,,H28,NaN,NaN,Broken mount for Vogel tank pressure gage,Replaced and wired in inventory Vogel tank,-1
220,2015-04-24,,I17,NaN,NaN,Iemca track #3 broken / Bar clamping faults Sp#6,Iemca track replaced 4/24;  Actuator replaced,-1
221,2015-04-24,,Sinico,NaN,NaN,Base needs to be cleaned,Drained and cleaned,-1
222,2015-04-24,,TK4,NaN,NaN,Air in HP oil,Extended HP intake pipe,-1
223,2015-04-26,,I2,NaN,NaN,Turret side B will not synchronize,Zero position proximity switch replaced,-1
224,2015-04-27,,H18,NaN,NaN,Table will not index completely and making noise,Synchronized indexers and table,-1
225,2015-04-27,,H23,NaN,NaN,St#7 motor running in reverse,Reversed wiring polarity at plug,-1
226,2015-04-27,,H32,NaN,NaN,Cut off unit won't cycle,No issue; Machine was cycling when tech arrived,-1
227,2015-04-27,,I1,NaN,NaN,Z axis out of position; PLC not ready,Operator cleared alarms,-1
228,2015-04-27,,I2,NaN,NaN,I2 turret alignment B side; post 1st shift repairs,Aligned,-1
229,2015-04-27,,T99,NaN,NaN,Motor doesn't start,Replaced C7 ,-1
230,2015-04-27,,T99,NaN,NaN,Motor won't start / Index hesitates,Replaced contactor C7,-1
231,2015-04-28,,Blast 2,NaN,NaN,Barrel came off the rollers,Put the drum back on the rollers; Operator should have taken care of this!!,-1
232,2015-04-28,,H11,NaN,NaN,Chip conveyor jammed,Replaced clutch plates,-1
233,2015-04-28,,H26,NaN,NaN,Bar feeding too slow; Not enough power to advance the bar,Feeding pressure set too low. Feeding speed only works when there is suitable feeding pressure! Operator should have taken care of this!!,-1
234,2015-04-28,,H33,NaN,NaN,Bar not feeding  ,Bent bar removed from loader; Operator should have taken care of this!!,-1
235,2015-04-28,,I1,NaN,NaN,X and Z axis' not under control,Rebooted machine; OPERATOR TOOK CARE OF THIS,-1
236,2015-04-28,,I19,NaN,NaN,"Alarm K10, K11 / Unallowed contactor",No alarm when Jon got there; Machine online,-1
237,2015-04-28,,I19,NaN,NaN,Accumulator on Iemca needs to be charged,Can not charge; Replaced with new accumulator ,-1
238,2015-04-28,,SC7,NaN,NaN,Colant pump INOP,Motor contactor replaced but welded shut when motor was started. Motor removed for rebuild.,-1
239,2015-04-29,,H22,NaN,NaN,Saw unit will not fire,Emergency retract valve replaced,-1
240,2015-04-29,,H30,NaN,NaN,Barchange cycling in the middle of a bar,High Speed counter replaced,-1
241,2015-04-29,,H31,NaN,NaN,stripped saw clamp screw,Removed and replaced screw,-1
242,2015-04-29,,TK4,NaN,NaN,Turret is stuck on a limit switch,Reset with travel overide select; Referenced and ok,-1
243,2015-05-01,,H23,NaN,NaN,St#6 brushing unit overload,Replaced motor; Motor removed going to JET Electric,-1
244,2015-05-01,,SC1 ,NaN,NaN,Feed belt stripped,Belt replaced,-1
245,2015-05-01,,SC11,NaN,NaN,Front side door interlock failing,Replaced,-1
246,2015-05-02,,H23,NaN,NaN,Oerator broke allen wrench tip in saw head / Hub pins broken,Replaced saw head with spare unit; Unit removed requires rebuild,-1
247,2015-05-02,,Sinico,NaN,NaN,ID flushing nozzles hit and bent,Repaired base and straightened nozzles,-1
248,2015-05-04,,H15,NaN,NaN,No power to pendant,Replaced blown fuse in control panel,-1
249,2015-05-04,,H3,NaN,NaN,"Check, Charge , and Tag Accumulator",Pressure found at 21-22 bar. Charged to 35 bar and tagged.,-1
250,2015-05-04,,H30,NaN,NaN,Bar change occuring at the wrong time,Adjusted Prox sensor and loading stop,-1
251,2015-05-04,,H34,NaN,NaN,Dowel pin on saw unit broken,Removed and replaced broken pin,-1
