67,Main power switch broken; will not shift ON or OFF. Replaced switch,"main, power, switch","will_not_move, broken",replace,switch
68,Door on side B transfer; broken screws. Retapped for new screws,"side_b, door, screw",broken,"retap, replace",screw
69,CPU/PLC alarms after brown out. Reboot machine,"cpu, plc, electrical","alarm, fault",reset,machine
70,Will not start after power interruption. Reset,"machine, power, electrical","will_not_start, fault",reset,machine
71,HP and LP pumps INOP. Replaced HP pump (relief valve arrived 3/24) SA installed,"hp, lp, pump",inoperable,"replace, install","hp, pump, sa"
72,Broken door clamp; hook bolt. Replaced with new hook bolt on hand,"door, clamp, hook, bolt",broken,replace,"hook, bolt"
73,St#5 motor inop / humming (brushing unit). Lead screw jammed in spindle / All removed and reset with JPM guidance issued to Jon,"st_5, motor, brush_unit, lead_screw, spindle","noise, inoperable, jam","remove, reset","lead_screw, spindle, jpm"
74,Saw blade spun on hub. Removed and repaired the saw unit pins,"saw_blade, saw",spun_on_hub,"remove, repair","saw_unit_pin, saw, pin"
75,"Speed limit @ Spindle A exceeded. Spindle A hit by loader / Loose piston and V block, fittings replaced; air too fast.","spindle_a, loader, piston v_block","too_fast, loose",replace,fitting
76,Broken chain on loader. Broken at master link; New link replaced by Paulo and Steve C,"chain, loader, master_link",broken,replace,master_link
77,Encoder coupling broken / Chain was broken and reapired during 1st shift. Replaced encoder coupling on bar loader,"encoder_coupling, coupling, chain",broken,replace,"encoder_coupling, coupling"
78,Emergency retract solonoid failure. Replaced solonoid and fuse,solenoid,"emergency, retract, fault",replace,"solenoid, fuse"
79,Vogel lube faults. Tightened loose fitting!,vogel_lube,fault,tighten,fitting
80,Invert push rod staying forward. Replaced inverter valve,"push_rod, inverter","will_not_move, stuck_forward",replace,"inverter, valve"
81,Sub spindle Z Axiz ball screw has play Measured to .0015 on 3/24 with no parts out of spec. 3/25 parts out of spec.. New Sub Spindle Z axis ball screw installed with Denis and Jon C / Instructed to grease ball screw travellers every two months,"spindle, z_axis, ball_screw",loose,"replace, install, lubricate","z_axis, ball_screw"
82,Main Tool slide Alignment. Removed MTS drum to replace alignment rolls then aligned. Turned over to ML 3/26 0815,"main, tool, slide","out_of_adjustment, location","adjust, remove, replace","mts, drum, alignment_roll"
83,Base Cleaning. Cleaned,base,dirty,clean ,base
84,Base Cleaning. Cleaned,base,dirty,clean ,base
85,St#11 iBag spindle stuck forward. Replaced entire spindle with unit on the shelf,"st_11, ibag, spindle","stuck_forward, will_not_move",replace,spindle
86,ST# 14 slug detector INOP. No Issue; Does not 'check' using fault reset switch. Only when table indexes,"st_14, slug_detector",no_problem_detected,no_action_taken,"reset_switch, table, index"
87,Spindle #6 off / Bar clamp alarms. Replaced cable for clamp pressure sensor,"spindle_6, bar, clamp",alarm,replace,"cable, clamp, pressure, sensor"
88,Air line to part blow off before AIM INOP. Replaced air cylinder and modified plate,"air_line, hose, pneumatic, part, aim","inoperable, blow_off","replace, modify","air_cylinder, plate"
89,Hydraulic leak Side B. Replaced hydraulic hose / base drained with new collant added,"hydraulic, side_b",leak,"replace, drain, install","hydraulic,hose, base, collant"
90,Spline in main pully worn. ,"spline, main, pulley",worn,no_action_taken,
91,Spindle not braking at end of cycle. Adjusted belt tension and monitored until 0945; Online,"spindle, cycle",will_not_brake,adjust,"belt, belt_tension"
92,Saw attachment hub spun. Removed and repaired the saw unit pins,"saw_blade, saw",spun_on_hub,"remove, repair","saw_unit_pin, saw, pin"
93,Spindle contactor overload. Operator corrected; No details,"spindle, spindle_contactor",overload,correct,spindle
94,No teeth on sprocket at return loop of offload conveyor. Track jumping. No available sprocket found. Denis adjusted the track position at the drive sprocket and adjusted belt tension. OK,"sprocket, track","no_teeth, movement","adjust, tension","track, belt"
95,Offload conveyor bouncing. Broken screw on support bracket replaced,"offload_conveyor, conveyor, screw","movement, broken","replace, reset, drain","screw, support_bracket"
96,Table will not drop after indexing. Replaced prox's and reset all collars on the table location rod. Lyle drained base for access.,table,"will_not_drop, after_indexing","replace, reset, drain","proximity_sensor, sensor, collar, table_location_rod, base"
97,Machine will not index. Found cross slide locking bolt extended and binding the slide.,"machine, cross_slide, bolt, slide","will_not_index, fault, bind",correct,machine
98,Light bar on ANCA INOP. Replaced bulbs,"light, anca",inoperable,replace,light
99,Brush unit INOP. Turned on the vertical station above the brushing unit. Brush will only fire after vertical fires; Sequenced DUH!; How much downtime Russ?,"brush_unit, brush, unit",inoperable,"need_guy, reset","vertical_station, brush_unit"
100,CNC at 35 seconds / Hyd filter. Replaced filter,"hydraulic, CNC, filter","out_of_adjustment, timing",replace,filter
101,Spindle moves for D22978 setup. Spindles moved,"spindle, d_22978",move_request,move,spindle
102,Chip conveyor jam. Cleared by hand crank,"chip_conveyor, conveyor",jam,"clear, hand_crank, crank",chip_conveyer
103,Light out side A. Replaced light bulb,"light_bulb, side_a",broken,replace,light_bulb
104,"Contoler keeps resetting; Reading in code. Replaced controller x3, CPU, CPU to Contorller cable / Tony plugged in and found bad logic module which was replaced.","controller, logic_module","fault, will_not_start",replace,"logic_module, controller, cpu, cable"
105,Damaged sensor cable at indexer #11. Replaced,"sensor, cable, index_11",damage,replace,cable
106,Saw unit needs to be replaced / 4 saws in 24 hours. Found time cycle too fast for saw / attachment bolts to rack drive loose; GD adjusted TC and tensioned bolts. One bolt is broken in rack assembly and will require Manit when DT permits.,"saw_unit, cycle_time, attachment_bolt, rack_drive, bolt, rack_assembly","short_life, worn","adjust, no_action_taken, need_guy","cycle_time, bolt"
107,Bottom Left XD failure. Unit rebuilt by Roland and installed / Spare parts ordered to replace inventory,xd,fault,"rebuild, install, need_guy",xd
108,St#7 spindle bearings bad. Spindle swapped with 36/100,"st_7, spindle, bearing",worn,replace,spindle
109,Breaker 220 tripping / St#12 motor overheating. Swapped brusjing unit at St#12 with unit removed from H29,"breaker, electrical, motor, st_11","trip, hot","replace, remove","brush_unit, st_12, h_29"
110,Pendant rotaion lock pin broken. Pin was good / swivel tensioned,"pendant, rotation_lock_pin",broken,"adjust, tension","rotation_lock_pin, swivel"
111,Threading unit control box loose. Repaired,"threading_unit, control_box",loose,repair,threading_unit
112,St#6 milling head shaft wear. Swapped head with unit in queue for H15 CS1001; Unit removed has been serviced,"st_6, mill, mill_head, shaft",worn,"replace, remove, repair","mill_head, h_15, cs_1001"
113,Iemca loading failures. Checked and charged accumulator,lemca,"loading_failure, failure","check, charge",accumulator
114,Rear door hinge loose. Repaired,"rear, door, door_hinge",loose,repair,door_hinge
115,False Hyd reading / will not pick up part. Cleaned nest; Online,"hydraulic, sensor, part","fault, will_not_pickup",clean,nest
116,Machine won't start. Multiple faults had to be cleared before being able to start,machine,"will_not_start, fault","reset, reconfigure",machine
117,Hydraulic Main Fault; will not build pressure. Bad output module; Broken off rack in electrical cabinet and caused loose connection to hydraulic motor,"hydraulic, pressure, electrical_cabinet, output_module, rack, connection, hydraulic_motor, motor","fault, main_fault, will_not_build, loose, broken",no_action_taken,output_module
118,Offload conveyor INOP. Replaced worn key in conveyor motor drive shaft; Parts list DK,"offload_conveyor, conveyor, offload, key","inoperable, worn",replace,key
119,Rear collector broken. Tube welded to repair crack and re inserted,"rear, collector",broken,"weld, repair, rebuild","tube, crack"
120,Power pack not at 60bar. Drained powerpack and confirmed no hose leak / replaced filter and filled with new ISO 46 hyd oil,"power_pack, pressure",low,"drain, replace, fill","power_pack, filter, oil"
121,Indexers #11 and #12 out of position and will not reset. Reset;  ML reporting 1st shift oper knows how to do this!,"indexer_11, indexer_12, indexer","out_of_adjustment, location, will_not_start","reset, need_guy",
122,Hydraulic valve stack has loud vibration. Hydraulic tank empty! / Filled tank with 35 gallons but finding it having lost 25 gallons in 24 hours on 4/2; searching for Hyd leak,"hydraulic, valve, valve_stack, hydraulic_valve_stack, tank, hydraulic_tank","vibrate, empty, leak",fill,tank
123,Drain and clean tank; Do not refill. Drained and cleaned,tank,dirty,"drain, replace, will_not_fill",tank
124,Table not indexing. Reset all three table indexing proximity switches; Loose. Also adjusted table indexing speed-Was too fast,"table, proximity_switch, switch, table_index_speed",will_not_index,"adjust, reset","proximity_switch, table_index_speed"
125,Power pack not building pressure. Stuck at 30 bar. Accumulator checked OK at 30bar / replaced filters /pressure stable at 60bar; dropping to 50bar when indexing,"power_pack, pressure, accumulator",low,replace,filter
126,HS4 disabled; will not rotate. Actuator replaced,hs4,"broken, will_not_move",replace,actuator
127,Rear door lock alarm faults during run cycle. Installed new interlock after receiving taps for elect connect,rear_door,"lock_alarm, fault",install,interlock
128,St#7 will not complete cycle. Replaced bleeder valve,st_7,will_not_cycle,replace,bleeder_valve
129,Overload contactor at threading unit. Greased lead screw,"contractor, threading_unit",overload,grease,lead_screw
130,Service filtermist. Filters replaced,filtermist,service ,replace,filter
131,Chevalier grinder in Oper grind room not level. Leveled grinder base,"chevalier_grinder, grinder","out_of_adjustment, location, level",level,grinder_base
132,Units will not fire. Replaced contactor K313 and auxiliary contactor block,unit,will_not_fire,replace,"contactor, k313, auxilary_contactor_block"
133,Major Hyd leak from ST#8 valve; Chip breaker valve. Replaced chip breaker valve with rebuilt unit on shelf,"hydraulic, st_8, chip_breaker_valve, valve",leak,replace,chip_breaker_valve
134,Chip conveyor jammed. Hand cranked to free minor jam and replaced clutch plates,"chip_conveyor, conveyor",jam,"hand_crank, crank, replace","clutch_plate, clutch"
135,"Base has hydraulic fluid; Drain/Clean. Drained, Cleaned, 50 Micron bag filter replaced","hydraulic, base, bag_filter, filter","drain, clean","drain, clean, replace","base, bag_filter, filter"
136,Diaphram pump #1 INOP. Replaced pump,diaphram_pump_1,inoperable,replace,pump
137,Rot cam switch faults; became Monitor spindle drive fault. LT module replaced but issue remained; Feed motor was seized. Replaced with motor from SC4. Bad motor shipped to Electric Enterprise for repair.,"rot_cam_switch, monitor_spindle_drive, motor","fault, broken","need_guy, replace, repair","lt_module, feed_motor"
138,Clutch will not disengage. Rebuild cluch,clutch,will_not_disengage,rebuild,clutch
139,Machine will not engage. Solonoid OK; Clutch adjusted and online,machine,will_not_engage,adjust,clutch
140,Brushing requires LH rotation. Replaced brushing unit and lead screw for LH rotation,brush_unit,need_rotation,replace,"brush_unit, lead_screw"
141,St#11 bleeder valve NOK. O-Ring on bleeder replaced. Valve settings on #11 and #12 reset,"st_11, bleeder_valve",inoperable,replace reset,"o_ring, valve, st_11, st_12"
142,Loose wire in pendant; shutting down machine. Repaired 2 broken wires,"wire, pendant",loose,repair,wire
143,Monitoring Spindle Drive alarm wont clear. Replaced performance module,spindle_drive,alarm,replace,performance_module
144,Loose fitting on inverter; operator afraid to tighten??. Tensioned fitting,"fitting, inverter, operator","loose, error","tension, train","fitting, operator"
145,Inverter push rod will not retract. Pulled Invert valve from H11 (under setup) valve rebuilt,"inverter, push_rod",will_not_return,swap,inverter_valve
146,St# 11 spindle bearings bad. Replaced bearings and returned spindle to H19; Gio,"st_11, spindle, bearing",broken,replace,bearing
147,Chip Stripper jammed against conveyor outlet. Adjusted chip stripper location; operational,"chip_stripper, conveyor",jam,adjust,chip_stripper
148,Main slide rolls loose / One spindle with R/O. MTS rolls ok / Collet closing roll replaced with AS14 roll but too small,"main_slide_roll, spindle",loose,"no_problem_detected, replace",collet_closing_roll
149,Broken Dreher clamp. Repaired clamp,"dreher_clamp, clamp",broken,repair,clamp
150,Pendant clamp broken. Clamp repaired,"pendant_clamp, clamp",broken,repair,clamp
151,Inverter faulting ST2 fault. Swapped inverter valve with H11,"inverter, st_2",fault,swap,inverter_valve
152,Loader will not insert part into collet. Replaced PLC,loader,will_not_part,replace,plc
153,Bar loader chain broken. Repaired,"bar_loader, chain, bar",broken,repair,"bar_loader, chain, bar"
154,Track #2 binding; Belt worn. Replaced belt and pulley,"track_2, belt","bind, worn",replace,"belt, pulley"
155,Robot arm out of sequence; dropping parts. Slowed rotator,robot_arm,drop_part,adjust,"rotator, speed"
156,Alarm 1681 servo enable traversing. Encoder coupling replaced,servo,alarm_1681,replace,encoder_coupling
157,Broken wire on AIM. Soldered wire; Eng required to reboot AIM.,"aim_wire, wire, aim",broken,solder,wire
158,Work zone lingt INOP. Light removed (CD),"work_zone, light",inoperable,remove,light
159,Collet closing roll INOP; using AS14 roll. Replaced with Roll and lever from T105,collet_closing_roll,inoperable,swap,"collet_closing_roll, lever"
160,Vertical and brushing not in sequence. Replaced bad relay,"vertical, brushing, relay","out_of_adjustment, timing, broken",replace,relay
161,ST#12 threading unit setting will not allow spindles to start. Adjusted return prox,"st_12, threading_unit",will_not_move,adjust,return_proximity
162,Coolant leak side A top of macjine. Loose fittings tightened,"coolant, side_a, fitting","leak, loose",tighten,fitting
163,Alarm 436; C axis soft thermal. Rebuilt Regulating wheel support bearings,c_axis,alarm_436,rebuild,"regulating_wheel, support_bearing"
164,Major hydraulic leak at Sp#6 horseshoe. Replaced horseshoe seals,"hydraulic, spindle_6, horseshoe, seal","leak, major",replace,"horseshoe, seal "
165,Gates and locking latches need repair. Latches ordered and replaced,"gate, locking_latch",repair,replace,latch
166,Contactor Overload M20 fault; . Reset contactor having found nothing wrong with it,contactor,"fault, overload_fault_m20","reset, no_problem_detected",contactor
167,Brushing unit #12 not stopping when moving forward. Adjusted prox position,"brush_unit, brush_unit_12",will_not_move,adjust,proximity
168,Iemca encoder INOP; opers loading manually. Encoder replaced,"lemca, encoder",inoperable,replace,encoder
169,Iemca track #3 failing; Channel guides removed. #3 Track replaced NEW,"lemca, track_3",inoperable,replace,track_3
170,Side A door support stripped threading; interlock key moves. Threads OK; Loose key tightened.; Operator should have repaired this,"side_a, door_support, operator","strip, error","tighten, train","key, operator"
171,No power at Prab. Replaced fuse FB 300,prab,no_power,replace,"fuse, fb_300"
172,Stripped threading on loading robot dog. Threads OK; Replaced screws,"thread, loading_robot_dog",strip,replace,screw
173,HP oil intake needs to be extended and fixed in place to prevent intake or air. Extended intake and fixed to prevent movement,"high_pressure, oil_intake",extend,extend,intake
174,Clamping spool guard broken. Replaced; Operator could have done this!,"clamp_spool_guard, clamp, operator","broken, error","replace, train","clamp_spool_guard, clamp, operator"
175,Broken chucking shoe. Replaced chucking shoe; Operator could have done this also!,"chucking_shoe, operator","broken, error","replace, train","chucking_shoe, operator"
176,Exit chute broken. MFG two new exit chutes; one for Gio,exit_chute,broken,build,exit_chute
177,St#12 Motor overload fault. Replaced motor; Need new or rebuild,"st_12, motor","overload_fault, fault",replace,motor
178,Alarm 300504 HS4 Encoder cable issue; Spindle OFF. Replaced encoder on SP #4,"300504, hs4, encoder, cable, spindle","alarm, off, fault",replace,"encoder, spindle_4, spindle"
179,Transport gripper sensor INOP. Cable to gripper sensor replaced,"transport_gripper, sensor",inoperable,replace,"transport_gripper, sensor"
180,Machine shut down; Will not start. Replaced blown fuse in control panel,machine,"will_not_start, off",replace,"fuse, control_panel"
181,Overload Maindrive Alarm. Main motor replaced,"main, drive","overload, alarm",replace,"main, motor"
182,Counter is double counting. Replaced counter,counter,out_of_adjustment,replace,counter
183,High speed change shaft worn. Replaced worn shaft and gear,"high_speed, shaft, change_shaft",worn,replace,"shaft, gear"
184,Threading unit tripped overload protector. Reset breaker,"thread_unit, overload_protector","trip, alarm",reset,breaker
185,Bar not feeding faults. Increased feeding pressure 1/4 turn,bar,"fault, not_feeding_fault",increase,"feed_pressure, pressure"
186,CNC reset selector switch broken. Replaced selector switch; Could have been reset using tablet,"cnc_reset, selector_switch",broken,replace,"cnc_reset, selector_switch"
187,Turrets INOP; Ready signal not coming up. Swapped Performance modules; Bad cable found and replaced.,"Turret, ready_signal, cable","inoperable, fault, broken","replace, swap","performance_module, cable"
188,High pressure coolant leak / foaming oil. Replaced HP coolant feed line,"pressure, high_pressure, coolant, oil, foaming_oil",leak,replace,"hp_coolant, feed_line"
189,Air in oil. Lowered oil feed line into oil !!,"air, oil",out_of_adjustment,adjust ,"oil, feed_line"
190,Shuttle slide will not home. Motor replaced for actuator; Borrowed from D26035 loader,shuttle_slide,will_not_home,replace,"motor, actuator"
191,Loader INOP / Major hydraulic leak. Broken ferule on line that feeds the table / Oil drained from machine and replaced with fresh Nucut Lite,"hydraulic, loader, ferule","inoperable, leak, major, broken","drain, replace","oil, nucut_lite"
192,St#12 brushing unit stuck forward. Over torque switch was loose causing unit to fail as soon as it started. Also loose sensor. All were tensioned and set.,"brush_unit, st_12, torque_switch, switch, sensor","stuck_forward, loose",tension,"torque_switch, switch, sensor"
193,Brushing unit stuck forward. Replaced prox chord and repaired damaged threading on lead screw,"brush_unit, thread, screw, lead_screw","stuck_forward, broken",repair,"proximity_cord, thread, lead_screw, screw"
194,Bottom XD bad bearings. Replaced bottom XD with rebuilt unit; Bad unit to be rebuilt,,,,
195,Track #2 will not load in Auto. Replaced Track #2 and Track #4,,,,
196,No coolant flow; Pump not turning on. No control voltage to pump. Recycled power to machine and pump worked. ??,,,,
197,St#4 drill detector INOP. Replaced bad drill detector,,,,
198,Top XD head St#7 needs to be replaced. Replaced with rebuilt unit; Unit removed submitted for rebuild,,,,
199,St#5 brushing unit overtime faults. Damaged lead screw repaired; Brass ring,"brush_unit, st_5, lead_screw, screw","overtime_fault, fault, broken",repair,lead_screw
200,Offload conveyor INOP. Replaced guides that had fallen from tracking,"offload_conveyor, conveyor, offload",inoperable,replace,guide
201,Short in cable for sensor to facing travel flag (Iemca). Cable for sensor replaced,,,,
202,Replace plug and connector on new Dreher. Completed,,,,
203,Pendant bracket needs to be replaced. Repaired,,,repair,
204,St#7 Indexer has no power. Blown fuse replaced,,,replace,fuse
205,St#4 not cutting / Squeeling sound. Loose drive pulley tightened; Operator should have taken care of this!!,,,,
206,Major hyd leak at St#4 Actuator. Replaced seals in #4 horseshoe,,,,
207,Door will not lock. Repaired loose interlock key; Operator should have taken care of this!!,,,,
208,Door lock INOP. Tightened loose screws,,,,
209,Indexer St#11 does not complete cycle. Reset position,,,,
210,St#7 flange fault / check accumulator. Accumulator rebuilt,"flange, accumulator, st_7","fault, check",rebuild,accumulator 
211,Main drive ready signal not coming up Axis X31 drive timeout code 7937. Unknown correction,,,,
212,Accumulator drops 25 bar. Accumulators checked charged and tagged,"accumulator, pressure",low,"check, charge, tag",accumulator
213,Basckets not being pulled from drum after wash complete. Added shims to raise basket carrying arm to prevent dragging.,,,,
214,Some soft keys INOP / .008 wire not threading. Alen Saracevik; Reset controler connections / Ajusted push rod for threading mechanism. Service Report# 186991 MC Machinery Systems,,,,
215,Parts picker crashing Side A. Cleaned chips under spring in V block / replaced air solonoid valve,,,,
216,Rear door interlock mechanism INOP. Repaired by replacing the missing screws,,,,
217,Coolant base needs to be cleaned. Cleaned,,,clean ,
218,Broken exit chute. Walked upstairs to the mezzanine to pick up available exit chute and delivered it to the waiting machine. Operator should have taken care of this!!,,,,
219,Broken mount for Vogel tank pressure gage. Replaced and wired in inventory Vogel tank,,,,
220,Iemca track #3 broken / Bar clamping faults Sp#6. Iemca track replaced 4/24;  Actuator replaced,"lemca, track, bar_clamp, bar, spindle_6","broken, fault",replace,"lemca, track, actuator"
221,Base needs to be cleaned. Drained and cleaned,base,clean,,
222,Air in HP oil. Extended HP intake pipe,,,,
223,Turret side B will not synchronize. Zero position proximity switch replaced,,,,
224,Table will not index completely and making noise. Synchronized indexers and table,table,"will_not_index, noise",adjust,"indexer, table"
225,St#7 motor running in reverse. Reversed wiring polarity at plug,,,,
226,Cut off unit won't cycle. No issue; Machine was cycling when tech arrived,,,,
227,Z axis out of position; PLC not ready. Operator cleared alarms,,,,
228,I2 turret alignment B side; post 1st shift repairs. Aligned,,,align,
229,Motor doesn't start. Replaced C7,,,,
230,Motor won't start / Index hesitates. Replaced contactor C7,,,,
231,Barrel came off the rollers. Put the drum back on the rollers; Operator should have taken care of this!!,"barrel, roller","out_of_adjustment, location",adjust,"drum, roller"
232,Chip conveyor jammed. Replaced clutch plates,"chip_conveyor, conveyor",jam,replace,clutch_plate
